PID,Value,Year Built,Size
203479000,0,1900,0
203479002,349928,1900,560
203479004,530457,1900,827
203479006,591400,1900,842
203480000,0,1899,0
203480002,609107,1899,1170
203480004,1015635,1899,1765
203480006,492956,1899,760
203480008,535854,1899,925
203480010,594772,1899,760
203480012,637670,1899,925
203481000,0,1875,0
203481002,314197,1875,401
203481004,329375,1875,415
203481006,576854,1875,892
203482000,1333837,1860,3000
203483000,1785476,1880,3327
203484000,1466641,1880,3828
203493000,1606191,1860,3111
203494000,1601237,1860,4035
203495000,1523663,1860,4155
203496000,0,1875,0
203496002,973685,1875,1537
203496004,729473,1875,1168
203503000,0,1900,5940
203503000,0,1900,25028
203503000,0,1900,58600
203503000,0,1900,2482
203503000,0,1900,1624
203503000,0,1912,31836
203503000,0,1915,17268
203503000,0,1900,8000
203503000,0,1900,2555
203503000,0,1900,62370
203503000,0,1900,13886
203503000,0,1900,32520
203503000,0,1900,45446
203503000,0,1900,360
203503000,0,1900,378
203503000,0,1900,253
203503000,0,1900,532
203503000,0,1900,1320
203503000,0,1900,288
203503000,0,1900,7396
203503000,0,1900,5621
203504000,0,1899,70077
203505100,0,1999,0
203505104,576538,1989,770
203505106,665706,1989,975
203505108,647999,1989,924
203505110,865756,1989,1210
203505112,646208,1989,762
203505114,635246,1989,707
203505116,1045357,1989,1291
203505118,804097,1989,1034
203505120,777325,1989,976
203505122,604785,1989,841
203505124,685627,1989,997
203505126,679514,1989,980
203505128,933528,1989,1192
203505130,764466,1989,905
203505132,1155817,1989,1558
203505134,683098,1989,856
203505136,638513,1989,714
203505138,1096687,1989,1334
203505140,866388,1989,1039
203505142,794505,1989,987
203505144,1365457,1989,1839
203505146,1326565,1989,1800
203505148,689211,1989,1007
203505150,736219,1989,971
203505152,967783,1989,1362
203505154,723571,1989,1071
203505156,1343745,1989,1739
203505158,796719,1989,1170
203505160,1309490,1989,1651
203505162,768050,1989,1132
203505164,1362190,1989,1692
203505166,664758,1989,1164
203505168,1333099,1989,1725
203505170,798300,1989,1156
203505172,1251203,1989,1722
203505174,885466,1989,1149
203505176,767312,1989,1131
203505178,1205776,1989,1831
203505180,1136739,1989,1364
203505182,644416,1989,1011
203505184,795454,1989,989
203505186,1445561,1989,1861
203505188,1568247,1989,1735
203505190,683414,1989,991
203505192,669079,1989,951
203505194,929734,1989,1365
203505196,734849,1989,1088
203505198,1031972,1989,1678
203505202,775533,1989,1161
203505204,1211257,1989,1628
203505206,778590,1989,1146
203505208,1151706,1989,1667
203505210,883779,1989,1206
203505212,1305168,1989,1713
203505214,630608,1989,1162
203505216,1295682,1989,1767
203505218,785336,1989,1155
203505220,770263,1989,1135
203505222,1650564,1989,1854
203505224,1176370,1989,1357
203505226,807786,1989,1015
203505228,797351,1989,993
203505230,1437762,1989,1842
203505232,1330991,1989,1759
203505234,688789,1989,1006
203505236,679514,1989,980
203505238,1003514,1989,1371
203505240,730528,1989,1126
203505242,1383586,1989,1714
203505244,690370,1989,1156
203505246,1317500,1989,1644
203505248,777114,1989,1144
203505250,1223589,1989,1690
203505252,782279,1989,1170
203505254,1080772,1989,1720
203505256,777852,1989,1145
203505258,1091101,1989,1720
203505260,781541,1989,1150
203505262,783017,1989,1120
203505264,1620736,1989,1839
203505266,1178899,1989,1360
203505268,807786,1989,1015
203505270,817319,1989,1000
203505272,1782908,1989,1850
203505274,1273970,1989,1731
203505276,687419,1989,1002
203505278,684889,1989,995
203505280,1048308,1989,1370
203505282,625444,1989,1103
203505284,1234866,1989,1702
203505286,846478,1989,1134
203505288,1232548,1989,1638
203505290,757510,1989,1118
203505292,991814,1989,1692
203505294,776271,1989,1135
203505296,1275129,1989,1745
203505298,755191,1989,1115
203505302,948811,1989,1754
203505304,757510,1989,1118
203505306,746970,1989,1104
203505308,1602923,1989,1866
203505310,1174683,1989,1355
203505312,807786,1989,1015
203505314,840776,1989,994
203505316,1427538,1989,1774
203505318,1530514,1989,1703
203505320,1342901,1989,1580
203505322,1939782,1989,2483
203505324,1480765,1989,2091
203505326,1318554,1989,1574
203505328,1627903,2006,2091
203505330,1321611,1989,1445
203505332,1762077,1989,2097
203505334,1185434,1989,1472
203505336,1596283,1989,2082
203505338,1149282,1989,1550
203505340,1591751,1989,2088
203505342,1329305,1989,1626
203505344,1539367,1989,2097
203505346,1556126,1989,1720
203505348,1724460,1989,2070
203505350,2518639,1989,2432
203505352,1569933,1989,1643
203505354,1691038,1989,1788
203505356,1920810,1989,2246
203505358,1456628,1989,1657
203505360,1864315,1989,2130
203505362,1764080,1989,2090
203505364,1890981,1989,2152
203505366,1641789,1989,2147
203505368,1934828,1989,2210
203505370,1316024,1989,1733
203505372,1236342,1989,1642
203505374,1411622,1989,1681
203505376,1094895,1989,1262
203505378,1196396,1989,1319
203505380,1193128,1989,1410
203505382,1375259,1989,1639
203505384,1563398,1989,1776
203505386,1337210,1989,1638
203505388,502126,1989,773
203505390,2590342,1989,2755
203505394,758880,1989,845
203505396,666023,1989,776
203505398,1107649,1989,1355
203505401,1129572,1989,1350
203505402,762148,1989,852
203505404,667815,1989,780
203505406,1179426,1989,1355
203505408,1102484,1989,1352
203505410,747349,1989,834
203505412,669712,1989,784
203505414,1189861,1989,1371
203505416,1092155,1989,1340
203505418,685416,1989,847
203505420,666023,1989,776
203505422,1101536,1989,1351
203505424,1334870,1989,1343
203505426,680357,1989,836
203505428,589924,1989,747
203505430,1417841,1989,1635
203505432,1481460,1989,1354
203505434,677617,1989,830
203505436,1599972,1989,2049
203505438,2828061,1989,2698
203505440,2023812,1989,1650
203505441,718512,1987,800
203505442,839827,1989,1233
203505444,1178267,1989,1376
203505446,1123775,1989,1690
203505448,1127464,1989,1567
203505450,1273338,1989,1686
203505452,1737477,1989,1749
203505454,1378948,1989,1481
203505456,584865,1989,794
203505458,1148017,1989,1372
203505460,1210308,1989,1366
203505462,730844,1989,842
203505464,603415,1989,795
203505466,1139163,1989,1378
203505468,1138953,1989,1361
203505470,756140,1989,846
203505472,588659,1989,794
203505474,1090785,1989,1369
203505476,1193023,1989,1354
203505478,698486,1989,844
203505480,570109,1989,793
203505482,1201560,1989,1364
203505484,1167621,1989,1358
203505486,603415,1989,857
203505488,602677,1989,793
203505490,1368703,1989,1366
203505492,1229807,1989,1362
203505494,705548,1989,862
203505496,576538,1989,770
203505499,2891918,1987,2928
203505502,702807,1989,856
203505504,1846924,1989,2103
203505506,2517374,1989,2426
203505508,2163546,1989,2173
203506010,0,1899,0
203506010,0,1899,0
203506010,0,1899,0
203506010,0,1899,0
203506010,0,1899,0
203506010,0,1899,0
203506032,449109,1899,704
203506034,531427,1899,933
203506036,516671,1899,947
203506038,553350,1899,937
203506040,543021,1899,943
203506042,698170,1899,944
203506044,543969,1899,947
203506046,638935,1899,943
203506048,640621,1899,949
203506050,527422,1899,703
203506052,640305,1899,947
203506054,719987,1899,951
203506056,639989,1899,946
203506058,639989,1899,946
203506060,404631,1899,550
203506062,529846,1899,926
203506064,514879,1899,911
203506066,434248,1899,681
203506068,435934,1899,687
203506070,526262,1899,909
203506072,464498,1899,919
203506074,434459,1899,682
203506076,445315,1899,691
203506078,523838,1899,694
203506080,638935,1899,943
203506082,616063,1899,945
203506084,616590,1899,946
203506086,626181,1899,940
203506088,639673,1899,945
203506090,625549,1899,938
203506092,638935,1899,943
203506094,638619,1899,943
203506096,409585,1899,567
203506098,527105,1899,913
203506100,429716,1899,682
203506102,436145,1899,688
203506104,528370,1899,919
203506106,435934,1899,687
203506108,444156,1899,687
203506110,523733,1899,701
203506112,639356,1899,944
203506114,640305,1899,947
203506116,615958,1899,944
203506118,717880,1899,946
203506120,403050,1899,505
203506122,556407,1899,950
203506124,676563,1899,1281
203506126,804729,1899,1367
203506128,421389,1899,642
203506130,742543,1899,1304
203506132,799248,1899,1358
203506134,442680,1899,645
203506136,729895,1899,1308
203506138,804729,1899,1367
203506140,441205,1899,640
203506142,757088,1899,1314
203506144,419598,1899,619
203506146,590978,1899,1050
203506148,796930,1899,1069
203506150,504128,1899,670
203506152,889576,1899,1314
203506154,931104,1899,1373
203506156,519938,1899,650
203506158,879352,1899,1333
203506160,914556,1899,1383
203506162,503390,1899,653
203506164,914556,1899,1383
203506166,938165,1899,1383
203506168,502231,1899,650
203506170,954819,1899,1327
203506172,902856,1899,1383
203506174,506974,1899,652
203506200,751924,1899,1127
203506202,638935,1899,1108
203506204,593191,1899,1120
203506206,618698,1899,1163
203506208,640411,1899,1142
203506210,672347,1899,1083
203506212,574957,1899,1089
203506214,586867,1899,1087
203506216,437515,1899,771
203506218,402101,1899,647
203506220,1178267,1899,1883
203506222,471665,1899,708
203506224,436462,1899,689
203506226,435618,1899,686
203506228,432351,1899,674
203506230,478727,1899,758
203506232,452482,1899,664
203506234,438464,1899,667
203506236,453431,1899,722
203506238,441415,1899,707
203506240,451955,1899,689
203506242,435934,1899,687
203506244,442364,1899,711
203506246,442785,1899,713
203506248,435618,1899,686
203506250,436672,1899,690
203506252,468398,1899,698
203506254,471033,1899,844
203506256,491164,1899,849
203506258,444894,1899,723
203506260,492640,1899,855
203506262,442785,1899,682
203506264,436145,1899,688
203506266,431718,1899,672
203506268,433089,1899,677
203506270,490321,1899,681
203506272,442996,1899,714
203506274,440361,1899,703
203506276,432878,1899,676
203506278,507501,1899,686
203506280,409690,1899,694
203506282,467555,1899,856
203506284,493378,1899,858
203506286,458596,1899,712
203506288,459017,1899,685
203506290,520992,1899,805
203506292,461652,1899,725
203506294,555669,1899,1021
203506296,561361,1899,1045
203506298,496645,1899,872
203506300,483365,1899,790
203506302,451218,1899,660
203506304,640621,1899,1089
203506306,680990,1899,1130
203506308,619963,1899,1002
203506310,620385,1899,1013
203506312,621439,1899,1005
203506314,618487,1899,1005
203506316,620806,1899,1007
203506318,615536,1899,985
203506320,777958,1899,1287
203506322,950287,1899,1295
203506324,650107,1899,1092
203506326,815691,1899,1349
203506330,550715,1899,926
203506332,559358,1899,913
203506334,538489,1899,924
203506336,536802,1899,917
203506338,550926,1899,927
203506340,381970,1899,455
203506342,450796,1899,685
203506344,443839,1899,662
203506346,449847,1899,682
203506348,659066,1899,939
203506350,540175,1899,931
203506352,566736,1899,944
203506354,539227,1899,927
203506356,542283,1899,940
203506358,385869,1899,468
203506360,452799,1899,692
203506362,537540,1899,920
203506364,539437,1899,928
203506366,615220,1899,926
203506368,382918,1899,458
203506370,448688,1899,678
203506372,451007,1899,686
203506374,451007,1899,686
203506376,562204,1899,941
203506378,543759,1899,946
203506380,542810,1899,942
203506382,356252,1899,466
203506384,451639,1899,688
203506386,614271,1899,923
203506388,538278,1899,923
203506390,613955,1899,922
203506392,537329,1899,919
203506394,589502,1899,927
203506396,382602,1899,457
203506398,449531,1899,681
203506400,443840,1899,678
203506402,450796,1899,685
203506404,528581,1899,1006
203506406,459966,1899,718
203506408,542810,1899,942
203506410,552823,1899,935
203506412,553561,1899,938
203506414,537962,1899,938
203506416,554088,1899,940
203506418,540807,1899,934
203506420,456382,1899,704
203506422,449847,1899,682
203506424,559885,1899,915
203506426,614271,1899,923
203506428,588765,1899,922
203506430,385026,1899,465
203506432,449531,1899,681
203506434,445948,1899,669
203506436,452588,1899,691
203506438,529741,1899,1011
203506440,458595,1899,712
203506442,543443,1899,945
203506444,622282,1899,948
203506446,544391,1899,949
203506448,456171,1899,703
203506450,450163,1899,683
203506452,901628,1899,1351
203506454,494115,1899,639
203506456,819622,1899,1314
203506458,1025226,1899,1367
203506460,437937,1899,642
203506462,809894,1899,1311
203506464,847943,1899,1373
203506466,496434,1899,645
203506468,927625,1899,1312
203506470,1028704,1899,1372
203506472,497172,1899,647
203506474,802410,1899,1314
203506476,932790,1899,1336
203506478,1237502,1899,1907
203506480,535537,1899,753
203506482,822120,1899,1329
203506484,976215,1899,1381
203506486,502653,1899,661
203506488,938903,1899,1328
203506490,961670,1899,1385
203506492,501493,1899,658
203506494,938166,1899,1327
203506496,863337,1899,1384
203506498,503812,1899,664
203506500,937533,1899,1326
203506502,978323,1899,1384
203506504,502231,1899,660
203506506,820328,1899,1328
203506510,678776,1899,1149
203506512,474722,1899,780
203506514,449109,1899,692
203506516,490953,1899,720
203506518,508871,1899,784
203506520,373959,1899,463
203506522,464498,1899,805
203506524,648948,1899,1031
203506526,473351,1899,774
203506528,458806,1899,713
203506530,515195,1899,706
203506532,476724,1899,788
203506534,461125,1899,735
203506536,531111,1899,698
203506538,718723,1899,1155
203506540,475038,1899,781
203506542,456698,1899,705
203506544,460914,1899,722
203506546,471876,1899,768
203506548,384078,1899,462
203506550,568739,1899,824
203506552,562098,1899,1023
203506554,477884,1899,793
203506556,455855,1899,702
203506558,453115,1899,693
203506560,541967,1899,789
203506562,462390,1899,728
203506564,465236,1899,705
203506566,714507,1899,1149
203506568,494959,1899,782
203506570,455539,1899,701
203506572,475565,1899,709
203506574,475038,1899,781
203506576,382918,1899,458
203506578,571163,1899,831
203506580,646313,1899,1023
203506582,477884,1899,793
203506584,455855,1899,702
203506586,453115,1899,693
203506588,476408,1899,787
203506590,464076,1899,735
203506592,527000,1899,702
203506594,682887,1899,1153
203506596,561044,1899,788
203506598,517409,1899,699
203506600,519306,1899,704
203506602,563047,1899,783
203506604,356252,1899,466
203506606,558515,1899,823
203506608,644627,1899,1032
203506610,516987,1899,792
203506612,516987,1899,698
203506614,516144,1899,696
203506616,547026,1899,788
203506618,561466,1899,737
203506620,517830,1899,701
203506630,622598,1899,896
203506632,619014,1899,918
203506634,510347,1899,681
203506636,505288,1899,668
203506638,504550,1899,666
203506640,644943,1899,997
203506642,372800,1899,430
203506644,507290,1899,712
203506646,449953,1899,656
203506648,570214,1899,1008
203506650,458068,1899,710
203506652,449215,1899,680
203506654,449004,1899,679
203506656,621544,1899,927
203506658,542494,1899,941
203506660,498964,1899,632
203506662,628711,1899,914
203506664,511506,1899,684
203506666,504971,1899,667
203506668,504550,1899,666
203506670,644521,1899,996
203506672,416014,1899,438
203506674,528160,1899,705
203506676,440045,1899,624
203506678,559674,1899,1013
203506680,457331,1899,707
203506682,455539,1899,701
203506684,447212,1899,673
203506686,540386,1899,932
203506688,504972,1899,647
203506690,615536,1899,875
203506692,621649,1899,926
203506694,510347,1899,681
203506696,509609,1899,679
203506698,506447,1899,671
203506700,647156,1899,1004
203506702,390612,1899,433
203506704,514247,1899,691
203506706,440045,1899,624
203506708,554404,1899,1014
203506710,457331,1899,707
203506712,451955,1899,689
203506714,445420,1899,667
203506716,552612,1899,932
203506718,537962,1899,922
203506720,551558,1899,633
203506722,623652,1899,932
203506724,511506,1899,684
203506726,510347,1899,681
203506728,511190,1899,683
203506730,649475,1899,1011
203506732,406633,1899,442
203506734,516144,1899,696
203506736,441942,1899,630
203506738,559463,1899,1012
203506740,457331,1899,707
203506742,452799,1899,692
203506744,444472,1899,664
203506746,539648,1899,929
203506748,500966,1899,637
203506750,574114,1899,805
203506752,460493,1899,590
203506754,697748,1899,1008
203506756,944490,1899,1336
203506758,488634,1899,625
203506760,903067,1899,1277
203506762,912132,1899,1290
203506764,487054,1899,621
203506766,878404,1899,1242
203506768,917086,1899,1297
203506770,499069,1899,652
203506772,886098,1899,1253
203506774,626919,1899,895
203506776,766785,1899,1217
203506778,435829,1899,635
203506780,779117,1899,1261
203506782,809894,1899,1311
203506784,438464,1899,644
203506786,738222,1899,1205
203506788,814321,1899,1330
203506790,419071,1899,579
203506792,792819,1899,1264
203506794,796930,1899,1290
203506796,431613,1899,621
203506798,678987,1899,971
203506800,606156,1899,934
203510000,0,1853,3500
203510000,0,1853,70000
203510005,28671282,1834,125168
203510010,13532500,1900,25309
203510020,0,1900,40069
203510030,1460000,1920,3017
203510050,0,1899,65072
203510075,6665365,1899,32370
203510090,1762500,1899,6639
203510100,49265000,1985,617004
203510155,0,1899,40500
203510175,0,1999,0
203510178,0,1920,580
203510180,0,1920,577
203510182,0,1920,509
203510184,0,1920,515
203510186,484418,1920,982
203510188,481257,1920,960
203510190,443839,1920,825
203510192,446896,1920,847
203510194,443523,1920,823
203510196,446475,1920,844
203510198,449004,1920,862
203510201,450164,1920,870
203510202,448477,1920,858
203510204,450374,1920,872
203510206,446896,1920,847
203510208,443840,1920,825
203510210,446791,1920,846
203510212,443945,1920,826
203510214,482732,1920,970
203510216,479043,1920,944
203510218,585181,1920,1239
203510220,481573,1920,962
203510222,458385,1920,864
203510224,465763,1920,900
203510226,463760,1920,887
203510228,423181,1920,766
203510230,423181,1920,766
203510232,423181,1920,766
203510234,423181,1920,766
203510236,423181,1920,766
203510238,423181,1920,766
203510240,423181,1920,766
203510242,423181,1920,766
203510244,423181,1920,766
203510246,447950,1920,766
203510248,423181,1920,766
203510249,423181,1920,766
203510252,403155,1920,711
203510254,403050,1920,710
203510256,0,1920,608
203510258,407477,1920,742
203510260,573376,1920,1217
203510262,141869,1920,605
203510264,408320,1920,748
203510266,137758,1920,605
203510268,384710,1920,713
203510270,408320,1920,748
203510272,423181,1920,766
203510274,403471,1920,713
203510276,423181,1920,766
203510278,423181,1920,766
203510280,423181,1920,766
203510282,423181,1920,766
203510284,403155,1920,766
203510286,423181,1920,766
203510288,166638,1920,712
203510290,423181,1920,766
203510292,159154,1920,619
203510294,419808,1920,701
203510296,394618,1920,629
203510298,418965,1920,824
203510300,555458,1920,1156
203510302,518357,1920,1111
203510304,562520,1920,1169
203510306,395777,1920,674
203510308,471665,1920,891
203510310,447423,1920,992
203510312,494010,1920,1051
203510314,466395,1920,854
203510316,525841,1920,1039
203510318,482521,1920,969
203510320,470190,1920,881
203510322,486737,1920,999
203510324,510347,1920,949
203510326,452061,1920,805
203510328,527527,1920,1078
203510330,485789,1920,992
203510332,496223,1920,978
203510334,498437,1920,1077
203510336,495169,1920,1059
203510338,392088,1920,656
203510340,490005,1920,1022
203510342,589292,1920,1070
203510344,498226,1920,1061
203510346,514352,1920,1006
203510348,489372,1920,1018
203510350,462495,1920,958
203510352,592664,1920,1253
203510354,515512,1920,1013
203510356,390929,1920,650
203510358,798721,1920,1456
203510360,494537,1920,733
203510451,0,1985,704270
203510452,191250,,
203510510,0,1900,58800
203510600,6568750,1899,18507
203510700,0,1900,4798
203510800,0,1900,61200
203511000,41947500,1900,98781
203511200,0,1900,0
203511214,0,1900,0
203511300,0,1992,123666
203511402,618909,2015,862
203511404,578119,2015,850
203511406,634930,2015,818
203511408,644416,2015,799
203511410,437094,2015,500
203511412,437094,2015,500
203511414,757721,2015,1036
203511416,245898,2015,768
203511418,633138,2015,848
203511420,757721,2015,1036
203511422,435513,2015,500
203511424,155992,2015,506
203511426,221340,2015,790
203511428,588343,2015,832
203511430,578119,2015,850
203511432,619014,2015,818
203511434,641148,2015,799
203511436,205109,2015,500
203511438,437094,2015,500
203511440,757721,2015,1036
203511442,594562,2015,841
203511444,188771,2015,766
203511446,633559,2015,849
203511448,757721,2015,1036
203511450,435513,2015,500
203511452,438359,2015,507
203511454,637776,2015,790
203511456,588343,2015,832
203511458,578119,2015,850
203511460,619014,2015,818
203511462,641148,2015,799
203511464,205109,2015,500
203511466,437094,2015,500
203511468,757721,2015,1036
203511470,594561,2015,841
203511472,188771,2015,776
203511474,633559,2015,849
203511476,757721,2015,1036
203511478,205109,2015,500
203511480,438359,2015,507
203511482,311312,2015,790
203511484,588343,2015,832
203511486,614587,2015,850
203511488,619014,2015,818
203511490,641148,2015,799
203511492,205109,2015,500
203511494,437094,2015,500
203511496,789235,2015,1036
203511498,620068,2015,841
203511500,188771,2015,776
203511502,659277,2015,849
203511504,789235,2015,1036
203511506,435513,2015,500
203511508,438359,2015,507
203512000,23407500,1900,62387
203512200,16189967,1900,59994
203515300,1379935,1981,11636
203515525,20023365,1899,81000
203515600,0,1999,0
203515600,0,1999,0
203515600,0,1999,0
203515600,0,1999,0
203515600,0,1999,0
203515602,1188701,1984,1979
203515603,1087412,1984,1895
203515604,1100376,1984,1895
203515605,1081404,1984,1895
203515606,1259530,1984,2001
203515607,825915,1984,1475
203515608,741278,1984,1401
203515609,867653,1984,1401
203515610,871237,1984,1401
203515611,744335,1984,1401
203515612,924569,1984,1401
203515613,906071,1984,1442
203515614,804518,1984,1442
203515615,804518,1984,1442
203515616,804518,1984,1442
203515617,805045,1984,1442
203515618,614377,1984,1442
203515619,1164565,1984,1525
203515620,1044514,1984,1426
203515621,854041,1984,1428
203515622,1165092,1984,1525
203515623,1328420,1984,2463
203515624,1230229,1984,2033
203515625,1209360,1984,2040
203515626,1108597,1984,2051
203515627,1235921,1984,2033
203515628,1128989,1984,2444
203515629,838773,1984,1473
203515630,867969,1984,1599
203515631,831395,1984,1599
203515632,862805,1984,1607
203515633,792503,1984,1606
203515634,790395,1984,1601
203515635,876085,1984,1612
203515636,805151,1984,1564
203515637,782174,1984,1527
203515638,907600,1984,1520
203515639,780487,1984,1515
203515640,767101,1984,1494
203515641,764993,1984,1489
203515642,802410,1984,1561
203515643,801883,1984,1560
203515644,784914,1984,1530
203515645,711661,1984,1469
203515646,1176370,1984,2310
203515647,1095633,1984,1937
203515648,1256579,1984,1937
203515649,1162035,1984,2248
203515760,3485051,1910,80038
203516001,0,1999,0
203516002,1262165,1987,1998
203516004,1332045,1987,1802
203516006,1801708,1987,2750
203516008,1798651,1987,2742
203516010,1953273,1987,2742
203516012,1839230,1987,2750
203516014,1840179,1987,2741
203516016,1762183,1987,2742
203516018,1760391,1987,2741
203516020,1768191,1987,2729
203516022,1986474,1987,2605
203516024,1866107,1987,2516
203516026,2261673,1987,2797
203516028,1847873,1987,2503
203516030,1723079,1987,2504
203516032,1906623,1987,2794
203516034,1713382,1987,2513
203516036,2660718,1987,3128
203516038,2019165,1987,3131
203516040,1940098,1987,2603
203516042,1626533,1987,2630
203516044,2035485,1987,2648
203516046,1794119,1987,2498
203516048,1086463,1987,1834
203516050,1063486,1987,1804
203516052,1091733,1987,1850
203516054,1135896,1987,1784
203516056,1548537,1987,2325
203516058,1752064,1987,2475
203516060,1979665,1987,2779
203516062,1780628,1987,2510
203516064,1811615,1987,2493
203516066,2046288,1987,2793
203516068,1831114,1987,2494
203516070,2359927,1987,3055
203516072,1639076,1987,2358
203516074,1785687,1987,2782
203516076,1771036,1987,2774
203516078,1737203,1987,2762
203516080,1881074,1987,2763
203516082,1747005,1987,2767
203516084,1933458,1987,2764
203516086,1806345,1987,2756
203516088,1939466,1987,3193
203516090,2071742,1987,2662
203516092,2064786,1987,2664
203516095,3209430,1999,5168
203516098,1154763,1987,1825
203516100,1136634,1987,1830
203516102,1021537,1987,1902
203516104,1081193,1987,1793
203516106,1738046,1987,2506
203516108,1992835,1987,2804
203516110,1756175,1987,2522
203516112,1871693,1987,2531
203516114,1998258,1987,2815
203516116,1756597,1987,2529
203516118,1813455,1987,2532
203516120,1770299,1987,2780
203516122,1829323,1987,2785
203516124,1861259,1987,2746
203516126,1759653,1987,2771
203516128,1810034,1987,2758
203517500,0,1999,0
203517501,314092,1989,577
203517502,319151,1989,623
203517503,283948,1989,683
203517504,314935,1989,596
203517505,317360,1989,646
203517506,326529,1989,683
203517507,316516,1989,700
203517508,241682,1989,627
203517509,233567,1989,646
203517510,326529,1989,683
203517511,305871,1989,700
203517512,241682,1989,627
203517513,288586,1989,646
203517514,343393,1989,683
203517515,316516,1989,700
203517516,241682,1989,627
203517517,357833,1989,1624
203517518,422233,1989,1624
203517519,336648,1989,676
203517520,421284,1989,1209
203517521,303131,1989,795
203517522,400731,1989,1495
203517523,391561,1989,1050
203517524,370060,1989,1224
203517525,323684,1989,676
203517526,375646,1989,1209
203517527,289639,1989,676
203517528,353301,1989,1209
203517529,305028,1989,676
203517530,421284,1989,1209
203517531,336648,1989,676
203517532,421284,1989,1209
203517533,318097,1989,676
203517534,388505,1989,1209
203517535,436844,1989,676
203517536,430138,1989,1209
203517537,298071,1989,676
203517538,421284,1989,1209
203517539,287531,1989,795
203517540,432246,1989,1495
203517541,328532,1989,1050
203517542,432246,1989,1224
203517543,382708,1989,676
203517544,454590,1989,1209
203517545,432246,1989,1075
203517546,370060,1989,1125
203517547,324000,1989,556
203517548,317360,1989,556
203517549,328532,1989,1044
203517551,354039,1989,1044
203517600,121150191,2005,462000
203517850,0,2012,495368
203520005,0,1980,2365
203520010,0,2000,0
203520010,0,2000,0
203520010,0,2000,0
203520010,0,2000,0
203520010,0,2000,0
203520010,0,2000,0
203520010,0,2000,0
203520010,0,2000,0
203520012,1284932,2000,1804
203520014,1262376,2000,1804
203520016,1227172,2000,1804
203520018,1242561,2000,1804
203520020,1215051,2000,1804
203520022,1573838,2000,2301
203520024,1664161,2000,2301
203520026,1215051,2000,1804
203520028,1215051,2000,1804
203520030,1215051,2000,1804
203520032,1215051,2000,1804
203520034,1215051,2000,1804
203520036,1250255,2000,1804
203520038,1263114,2000,1849
203520040,1239610,2000,1849
203520042,1239610,2000,1849
203520044,1264379,2000,1849
203520046,1239609,2000,1849
203520048,1239610,2000,1849
203520050,1300425,2000,1849
203520052,1657415,2000,2292
203520054,1657415,2000,2292
203520056,1239609,2000,1849
203520058,1239610,2000,1849
203520060,1239610,2000,1849
203520062,1239610,2000,1849
203520064,1263114,2000,1849
203520066,730211,2000,1117
203520068,680058,2000,1107
203520070,357095,2000,697
203520072,530162,2000,763
203520074,682571,2000,963
203520076,680146,2000,1045
203520078,735165,2000,1094
203520080,735165,2000,1094
203520082,727155,2000,1101
203520084,756561,2000,1117
203520086,749605,2000,1107
203520088,354777,2000,693
203520090,548818,2000,993
203520092,495169,2000,963
203520094,704810,2000,1045
203520096,739803,2000,1093
203520098,753505,2000,1095
203520100,809788,2000,1179
203520102,768998,2000,1117
203520104,724836,2000,1107
203520106,514352,2000,693
203520108,473457,2000,993
203520110,479570,2000,963
203520112,704810,2000,1045
203520114,739803,2000,1093
203520116,753505,2000,1095
203520118,809788,2000,1179
203520120,677617,2000,1056
203520122,738643,2000,1046
203520124,727260,2000,1077
203520126,649142,2000,1210
203520128,702280,2000,994
203520130,677933,2000,1051
203520132,740013,2000,1052
203520134,807048,2000,1175
203520136,730211,2000,1117
203520138,735798,2000,1107
203520140,357095,2000,697
203520142,530162,2000,763
203520144,670239,2000,963
203520146,630714,2000,1045
203520148,735165,2000,1094
203520150,736051,2000,1094
203520152,717774,2000,1101
203520154,768999,2000,1117
203520156,749605,2000,1107
203520158,412009,2000,693
203520160,497804,2000,993
203520162,519938,2000,963
203520164,692478,2000,1045
203520166,752135,2000,1093
203520168,687988,2000,1095
203520170,785019,2000,1179
203520172,700699,2000,1117
203520174,811369,2000,1107
203520176,609903,2000,693
203520178,429400,2000,993
203520180,573482,2000,963
203520182,717142,2000,1045
203520184,752134,2000,1093
203520186,753505,2000,1095
203520188,785019,2000,1179
203520190,741700,2000,1056
203520192,718301,2000,1046
203520194,665496,2000,1077
203520196,748340,2000,1210
203520198,764045,2000,994
203520200,739697,2000,1051
203520202,777852,2000,1119
203520204,782279,2000,1175
203520206,816850,2000,1219
203520208,859748,2000,1229
203520210,874398,2000,1273
203520212,950287,2000,1343
203520214,952816,2000,1346
203520216,951762,2000,1345
203520218,901276,2000,1264
203520220,844360,2000,1207
203520222,838352,2000,1251
203520224,814742,2000,1211
203520226,1149598,2000,1449
203520228,927208,2000,1291
203520230,1073815,2000,1355
203520232,1111021,2000,1357
203520234,1037136,2000,1353
203520236,1083618,2000,1343
203520238,1011313,2000,1267
203520240,838246,2000,1246
203520242,1337632,2000,1993
203520244,1175737,2000,1993
203570020,140586250,2002,215000
203591000,92573750,2002,116774
203594000,0,1986,135897
203594000,0,1986,31977
203594100,0,1986,2394
203594300,0,1995,9994
203595000,0,1899,67080
203596100,0,2012,0
203596102,405790,2013,1091
203596104,937849,2013,1251
203596106,186558,2013,1200
203596108,1687454,2013,2119
203596110,1687454,2013,2119
203596112,1687454,2013,2119
